Company Name,Ticker,Country,Sector,Subsector, Overall ESG RATING, Overall ESG SCORE,Environmental SCORE,Social SCORE,Governance SCORE
Samvardhana Motherson Automotive Systems Group BV,,NL,Auto Components,Auto Parts & Equipment,BB,4.0,4.0,3.5,5.2
Samvardhana Motherson Innovative Solutions Limited,,IN,Auto Components,Auto Parts & Equipment,BB,4.0,4.0,3.5,5.2
Samwha Capacitor Co Ltd,001820,KR,"Electronic Equipment, Instruments & Components",Electronic Components,CCC,0.0,2.0,4.1,1.8
Samyang Corporation,145990,KR,Food Products,Packaged Foods & Meats,B,1.9,2.1,6.0,2.4
Samyang Holdings Corporation,000070,KR,Food Products,Packaged Foods & Meats,BB,3.2,2.6,6.2,3.3
San-A Co Ltd,2659,JP,Retail - Food & Staples,Food Retail,BB,4.1,1.7,4.6,4.0
SanBio Co Ltd,4592,JP,Biotechnology,Biotechnology,B,1.7,7.1,4.9,1.7
Sana Biotechnology Inc,SANA,US,Biotechnology,Biotechnology,A,6.2,7.3,4.7,5.2
Sands China Ltd,1928,MO,Casinos & Gaming,Casinos & Gaming,AA,7.4,6.5,5.8,5.7
Sandvik Aktiebolag,SAND,SE,Industrial Machinery,Industrial Machinery,AA,7.4,4.9,3.0,6.9
Sanesalto Saneamento SA,,BR,Banks,Diversified Banks,A,7.1,7.7,4.6,6.6
Sangetsu Corporation,8130,JP,Household Durables,Home Furnishings,AA,7.2,10.0,4.6,4.6
Sangfor Technologies Inc,300454,CN,Software & Services,Systems Software,BBB,5.7,5.5,4.5,4.9
"Sangsangin Co, Ltd",038540,KR,Banks,Thrifts & Mortgage Finance,B,1.7,2.3,3.4,0.1
"Sanken Electric Co, Ltd",6707,JP,Semiconductors & Semiconductor Equipment,Semiconductors,B,1.5,5.3,2.2,4.1
"Sanki Engineering Co, Ltd",1961,JP,Construction & Engineering,Construction & Engineering,A,7.1,3.8,6.7,5.9
Sanlam Life Insurance Limited,,ZA,Life & Health Insurance,Life & Health Insurance,AA,8.2,5.7,5.4,5.7
Sanlorenzo SpA,SL,IT,Leisure Products,Leisure Products,BBB,5.5,3.9,4.5,4.4
Sanoma Oyj,SAA1V,FI,Media & Entertainment,Publishing,AA,8.5,8.6,4.5,7.9
"Sanrio Company,Ltd",8136,JP,Retail - Consumer Discretionary,Specialty Stores,BBB,5.4,1.3,6.0,4.4
Sansan Inc,4443,JP,Software & Services,Application Software,BBB,5.2,3.9,5.3,4.2
Sansiri Public Company Limited,SIRI,TH,Real Estate Development & Diversified Activities,Real Estate Development,BBB,5.6,4.2,4.6,4.7
Santa Cruz Power Corporation Usinas Hidroeletricas SA,,BR,Utilities,Independent Power Producers & Energy Traders,BBB,4.4,4.9,2.9,6.8
Santa Vitoria do Palmar Holding SA,,BR,Utilities,Electric Utilities,BB,4.2,7.3,6.4,1.3
"Santander Commercial Paper, SA Unipersonal",,ES,Banks,Diversified Banks,AA,7.6,9.1,4.6,5.4
Santander Consumer Bank Aktiengesellschaft,,DE,Diversified Financials,Diversified Banks,AA,7.6,9.1,4.6,5.4
Santander Consumer Finance Limitada,,CL,Banks,Diversified Banks,A,7.0,7.0,5.1,3.7
"Santander Finance Capital, SA Unipersonal",,ES,Banks,Diversified Banks,AA,7.6,9.1,4.6,5.4
"Santander Holdings USA, Inc",,US,Banks,Regional Banks,AA,7.6,9.1,4.6,5.4
"Santander Internacional Debt, SA Unipersonal",,ES,Banks,Diversified Banks,AA,7.6,9.1,4.6,5.4
Santander Leasing Poland Securitization 01 Designated Activity Company,,IE,Banks,Diversified Banks,A,5.9,5.6,4.0,5.9
Sanwa Holdings Corporation,5929,JP,Building Products,Building Products,A,6.5,6.6,5.3,4.4
"Sanyo Special Steel Co, Ltd",5481,JP,Steel,Steel,BBB,4.7,2.8,5.4,4.4
Sao Martinho SA,SMTO3,BR,Food Products,Packaged Foods & Meats,AA,8.1,4.8,6.4,5.0
Sapiens International Corporation NV,SPNS,IL,Software & Services,Application Software,B,1.9,4.6,3.0,3.2
Sappi Papier Holding GmbH,,AT,Paper & Forest Products,Paper Products,BBB,5.7,3.7,7.4,7.5
Sartorius AG,SRT,DE,Health Care Equipment & Supplies,Health Care Equipment,A,6.6,10.0,5.1,6.5
Sasol Financing (Pty) Ltd,,ZA,Diversified Chemicals,Diversified Chemicals,BB,4.28,4.2,3.4,6.6
Saudi Airlines Catering Company SJSC,6004,SA,Commercial Services & Supplies,Diversified Support Services,BB,3.1,6.7,5.4,3.8
Saudi Arabian Mining Company SJSC,1211,SA,Metals and Mining - Non-Precious Metals,Diversified Metals & Mining,BB,3.7,3.0,6.0,1.2
Saudi Arabian Oil Company,2222,SA,Integrated Oil & Gas,Integrated Oil & Gas,BB,3.5,5.4,5.2,1.7
Saudi Arabian Refineries Company SJSC,2030,SA,Diversified Financials,Oil & Gas Refining & Marketing,CCC,0.0,6.7,0.0,3.1
Saudi Basic Industries Corporation SJSC,2010,SA,Commodity Chemicals,Commodity Chemicals,BBB,4.9,4.5,4.2,3.6
Saudi Cement Company SJSC,3030,SA,Construction Materials,Construction Materials,CCC,0.8,1.0,1.7,3.6
Saudi Ceramic Company SJSC,2040,SA,Building Products,Building Products,CCC,0.0,3.1,2.0,3.3
Saudi Chemical Company SJSC,2230,SA,Health Care Providers & Services,Health Care Distributors,BBB,5.3,6.7,8.6,3.3
Saudi Company for Hardware SJSC,4008,SA,Retail - Consumer Discretionary,Home Improvement Retail,BB,3.9,4.5,4.0,3.9
Saudi Electricity Company SJSC,5110,SA,Utilities,Electric Utilities,B,2.8,5.9,6.5,0.5
Saudi Electricity Global SUKUK Company 4,,KY,Utilities,Electric Utilities,B,2.8,5.9,6.5,0.5
Saudi Fisheries Company SJSC,6050,SA,Food Products,Packaged Foods & Meats,BB,3.2,1.7,6.3,3.6
Saudi Ground Services Company,4031,SA,Transportation Infrastructure,Airport Services,CCC,0.6,5.9,3.6,1.0
Saudi Industrial Investment Group SJSC,2250,SA,Commodity Chemicals,Commodity Chemicals,CCC,0.0,1.6,0.9,3.3
Saudi Industrial Services Company SJSC,2190,SA,Transportation Infrastructure,Marine Ports & Services,B,2.2,5.9,0.4,4.6
Saudi Kayan Petrochemical Company SJSC,2350,SA,Commodity Chemicals,Commodity Chemicals,CCC,0.0,2.2,2.9,0.7
Saudi Pharmaceutical Industries & Medical Appliances Corporation SJSC,2070,SA,Pharmaceuticals,Pharmaceuticals,B,2.8,2.8,4.3,2.4
Saudi Public Transport Company SJSC,4040,SA,Road & Rail Transport,Trucking,B,2.8,5.4,1.7,3.3
Saudi Real Estate Company SJSC,4020,SA,Real Estate Management & Services,Diversified Real Estate Activities,CCC,0.0,2.8,2.4,0.7
Saudi Research and Media Group,4210,SA,Media & Entertainment,Publishing,CCC,0.4,3.5,1.2,4.4
Saudi Telecom Company SJSC,7010,SA,Telecommunication Services,Integrated Telecommunication Services,B,1.7,8.3,5.1,1.1
Saudia Dairy and Foodstuff Company SJSC,2270,SA,Food Products,Packaged Foods & Meats,B,1.6,1.0,5.2,4.7
Savola Group Company,2050,SA,Food Products,Packaged Foods & Meats,BBB,5.7,3.5,5.4,4.2
Scandic Hotels Group AB,SHOT,SE,Hotels & Travel,"Hotels, Resorts & Cruise Lines",A,6.6,5.4,3.2,6.4
Scandinavian Airlines System Aktiebolag,SAS,SE,Airlines,Airlines,A,7.1,6.1,3.9,6.2
Scania CV Aktiebolag,HTRA,SE,Construction & Farm Machinery & Heavy Trucks,Construction Machinery & Heavy Trucks,B,2.3,5.6,3.8,0.7
Scenery Journey Limited,,VG,Real Estate Development & Diversified Activities,Real Estate Development,CCC,1.2,3.7,0.3,2.3
Schaeffler AG,SFFLY,DE,Auto Components,Auto Parts & Equipment,BB,3.3,4.8,3.7,3.8
Schindler Holding AG,SCHN,CH,Industrial Machinery,Industrial Machinery,BB,3.4,5.4,5.4,2.8
Schiphol Nederland BV,ROSCG,NL,Transportation Infrastructure,Airport Services,AAA,9.6,8.5,6.7,7.9
Schlumberger Finance BV,SLB,NL,Energy Equipment & Services,Oil & Gas Equipment & Services,AA,7.6,8.3,6.0,6.0
Schlumberger Investment SA,SLB,LU,Energy Equipment & Services,Oil & Gas Equipment & Services,AA,7.6,8.3,6.0,6.0
Schlumberger NV,SLB,US,Energy Equipment & Services,Oil & Gas Equipment & Services,AA,7.6,8.3,6.0,6.0
Schoeller Allibert Group BV,,NL,Asset Management & Custody Banks,Asset Management & Custody Banks,AA,8.1,6.5,7.0,5.8
Scholar Rock Holding Corp,SRRK,US,Biotechnology,Biotechnology,BBB,5.2,6.5,4.5,4.8
Schroder Real Estate Investment Trust Limited,SREI,GG,Real Estate Management & Services,Diversified REITs,A,6.6,6.1,4.4,5.9
Schrodinger Inc,SDGR,US,Health Care Equipment & Supplies,Health Care Technology,B,2.1,6.7,3.7,4.5
Schweiter Technologies AG,SWTQ,CH,Building Products,Building Products,BBB,5.5,6.4,3.6,6.0
Schweizerische Rueckversicherungs-Gesellschaft AG,SRENH,CH,Multi-Line Insurance & Brokerage,Reinsurance,AAA,9.5,5.3,7.5,7.6
Schwyzer Kantonalbank,SHWYZ,CH,Banks,,B,2.7,3.5,2.8,4.6
Scotiabank Capital Trust,,CA,Banks,Diversified Banks,AAA,10.0,9.4,5.6,5.4
"Scotiabank Inverlat, SA, Institucion de Banca Multiple, Grupo Financiero Scotiabank Inverlat",,MX,Banks,Diversified Banks,AAA,10.0,9.4,5.6,5.4
Scotiabank Peru SAA,SCOTIAC1,PE,Banks,Diversified Banks,A,5.9,1.9,5.5,4.6
Scotiabank Uruguay SA,,UY,Banks,Diversified Banks,AAA,10.0,9.4,5.6,5.4
"Scotiabank de Costa Rica, SA",,CR,Banks,Diversified Banks,AAA,10.0,9.4,5.6,5.4
Scout24 SE,G24,DE,Interactive Media & Services,Interactive Media & Services,BBB,5.1,10.0,2.1,5.9
Sd International Sukuk Limited,,MY,Energy Equipment & Services,Construction & Engineering,A,5.8,7.1,5.2,0.3
Sdiptech AB (publ),SDIP B,SE,Building Products,Environmental & Facilities Services,A,6.1,4.9,4.6,6.5
SeAH Changwon Integrated Special Steel Corporation,,KR,Steel,Steel,B,1.6,3.5,2.3,2.2
Seaspan Holdco III Ltd,,MH,Marine Transport,Marine,CCC,0.0,3.1,2.1,5.4
"Seazen Holdings Co, Ltd",601155,CN,Real Estate Development & Diversified Activities,Real Estate Development,BB,3.4,4.0,3.0,4.8
"Secil - Companhia Geral de Cal e Cimento, SA",,PT,Paper & Forest Products,Paper Products,B,2.3,3.4,3.4,4.6
Sectra AB,SECT B,SE,Health Care Equipment & Supplies,Health Care Technology,A,6.6,8.3,4.0,7.0
Securitas AB,SECU B,SE,Commercial Services & Supplies,Security & Alarm Services,BBB,5.7,9.3,4.8,6.4
Sedana Medical AB (publ),SEDANA,SE,Health Care Equipment & Supplies,Health Care Supplies,BB,3.7,6.2,6.3,4.9
Seer Inc,SEER,US,Health Care Equipment & Supplies,Life Sciences Tools & Services,BBB,4.7,6.0,4.7,5.2
Seera Holding Group SJSC,1810,SA,Hotels & Travel,"Hotels, Resorts & Cruise Lines",A,7.1,6.6,5.8,4.3
"Sekisui Chemical Co, Ltd",4204,JP,Real Estate Development & Diversified Activities,Homebuilding,AA,8.0,6.4,8.0,4.8
"Sekisui House Reit, Inc",3309,JP,Real Estate Management & Services,Diversified REITs,A,6.8,6.6,6.9,4.2
"Sekisui House,Ltd",1928,JP,Real Estate Development & Diversified Activities,Homebuilding,AA,8.5,6.6,7.0,6.3
Sekisui Jushi Corporation,4212,JP,Building Products,Building Products,BB,3.2,5.4,4.5,3.0
Selecta Group BV,KKR,NL,Retail - Food & Staples,Asset Management & Custody Banks,BBB,4.6,2.4,6.0,2.6
Sema4 Holdings Corp,SMFR,US,Health Care Providers & Services,Health Care Technology,A,6.5,5.9,6.3,3.8
Semcon AB,SEMC,SE,Professional Services,Research & Consulting Services,AA,7.9,8.0,6.1,7.3
Semirara Mining and Power Corporation,SCC,PH,Metals and Mining - Non-Precious Metals,Coal & Consumable Fuels,BB,3.5,2.4,3.2,4.6
Semperit Aktiengesellschaft Holding,SEM,AT,Industrial Machinery,Industrial Machinery,BBB,5.7,3.5,4.2,6.5
Sensata Technologies BV,ST,NL,Electrical Equipment,Electrical Components & Equipment,BBB,5.2,4.7,3.1,6.6
Sensirion Holding AG,SENS,CH,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,AA,7.4,3.6,5.1,5.7
"Seobu T&D Co,Ltd",006730,KR,Hotels & Travel,"Hotels, Resorts & Cruise Lines",B,2.0,2.4,4.6,3.1
Seoul Viosys Co Ltd,092190,KR,Semiconductors & Semiconductor Equipment,Semiconductors,B,1.5,6.3,3.6,1.8
Seres Therapeutics Inc,MCRB,US,Biotechnology,Biotechnology,B,1.7,5.3,3.0,4.8
"Seria Co, Ltd",2782,JP,Retail - Consumer Discretionary,General Merchandise Stores,BBB,5.4,2.8,4.6,5.4
Series 2006-1E REDS Trust,,AU,Banks,Regional Banks,BBB,5.7,5.6,2.6,6.9
Series 2007-1E REDS Trust,,AU,Banks,Regional Banks,BBB,5.7,5.6,2.6,6.9
Series 2008-2 REDS Trust,,AU,Banks,Regional Banks,BBB,5.7,5.6,2.6,6.9
Serko Ltd,SKO,NZ,Software & Services,Application Software,AA,8.1,4.9,4.9,7.3
Serra do Serido F1 Holding SA,,BR,Utilities,Independent Power Producers & Energy Traders,A,7.0,7.7,7.3,4.1
Sertao I Solar Energia SPE SA,,BR,Utilities,Gas Utilities,AAA,10.0,10.0,9.0,7.4
ServisFirst Bank,,US,Banks,Regional Banks,BBB,4.9,0.9,3.6,6.1
Sesa SpA,SES,IT,"Electronic Equipment, Instruments & Components",Technology Distributors,BB,3.9,4.3,3.1,5.0
"Seven & i Holdings Co, Ltd",3382,JP,Retail - Food & Staples,Food Retail,BBB,5.4,3.4,4.1,5.4
"Seven Bank, Ltd",8410,JP,Banks,Regional Banks,BB,4.1,3.8,3.7,4.0
Severomoravske vodovody a kanalizace Ostrava as,,CZ,Construction & Engineering,Construction & Engineering,A,6.5,4.1,4.4,6.0
Sf Holding Investment Limited,,CN,Air Freight & Logistics,Air Freight & Logistics,BB,4.1,6.3,3.1,4.8
Shaanxi Coal Industry Company Limited,601225,CN,Metals and Mining - Non-Precious Metals,Coal & Consumable Fuels,CCC,0.0,2.4,1.9,0.4
Shandong Buchang Pharmaceuticals Co Ltd,603858,CN,Pharmaceuticals,Pharmaceuticals,B,2.6,5.4,4.0,2.1
"Shandong Gold Mining Co, Ltd",600547,CN,Metals and Mining - Precious Metals,Gold,CCC,0.0,1.8,1.9,2.0
"Shandong Hongqiao New Material Co, Ltd",,CN,Metals and Mining - Non-Precious Metals,Aluminum,B,1.9,0.8,2.9,4.1
"Shandong Information Industry Service Co, Ltd",,CN,Construction & Engineering,Construction & Engineering,BB,3.3,4.4,3.6,3.9
"Shandong Nanshan Aluminium Co, Ltd",600219,CN,Metals and Mining - Non-Precious Metals,Aluminum,BB,3.1,2.6,3.3,3.2
Shandong Shida Shenghua Chemical Group Company Limited,603026,CN,Commodity Chemicals,Commodity Chemicals,B,2.2,2.1,0.2,5.3
"Shandong Weiqiao Aluminum and Power Co, Ltd",,CN,Metals and Mining - Non-Precious Metals,Aluminum,B,1.9,0.8,2.9,4.1
"Shanghai Aiko Solar Energy Co, Ltd",600732,CN,Semiconductors & Semiconductor Equipment,Semiconductors,B,2.1,6.4,1.6,3.7
"Shanghai Bailian Group Co, Ltd",600827,CN,Retail - Food & Staples,Hypermarkets & Super Centers,B,1.6,2.0,3.5,2.9
"Shanghai Bairun Investment Holding Group Co, Ltd",002568,CN,Beverages,Distillers & Vintners,B,2.6,3.4,3.2,4.2
"Shanghai Baosight Software Co, Ltd",600845,CN,Software & Services,Application Software,B,1.7,5.9,3.0,2.2
"Shanghai Construction Group Co, Ltd",600170,CN,Construction & Engineering,Construction & Engineering,BB,3.1,3.5,3.5,3.4
Shanghai Electric Group Company Limited,601727,CN,Electrical Equipment,Heavy Electrical Equipment,BBB,5.6,6.8,5.4,4.0
Shanghai Forte Land Company Limited,FOSUI,CN,Industrial Conglomerates,Real Estate Development,AA,8.1,4.1,5.4,5.8
"Shanghai Fosun High Technology (Group) Co, Ltd",,CN,Industrial Conglomerates,Industrial Conglomerates,AA,8.1,4.1,5.4,5.8
"Shanghai Fosun Pharmaceutical (Group) Co, Ltd",600196,CN,Pharmaceuticals,Pharmaceuticals,BBB,5.6,4.1,5.8,3.4
Shanghai Friendess Electronic Technology Corp Ltd,688188,CN,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,CCC,0.0,2.3,3.2,2.6
"Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co, Ltd",1349,CN,Pharmaceuticals,Pharmaceuticals,BB,4.1,3.1,4.1,3.9
"Shanghai Haixin Group Co, Ltd",600851,CN,Pharmaceuticals,Pharmaceuticals,A,6.4,4.3,5.2,4.7
Shanghai Industrial Urban Development Group Limited,563,HK,Real Estate Development & Diversified Activities,Real Estate Development,BB,2.9,4.6,3.8,2.0
"Shanghai International Airport Co, Ltd",600009,CN,Transportation Infrastructure,Airport Services,B,1.5,5.7,4.5,1.0
"Shanghai International Port (Group) Co, Ltd",600018,CN,Transportation Infrastructure,Marine Ports & Services,B,1.5,5.0,3.3,2.6
"Shanghai Jahwa United Co, Ltd",600315,CN,Household & Personal Products,Personal Products,CCC,0.5,4.2,1.1,2.7
"Shanghai Jin Jiang International Hotels Co, Ltd",600754,CN,Hotels & Travel,"Hotels, Resorts & Cruise Lines",B,2.3,2.9,3.6,4.0
"Shanghai Jinmao Investment Management Group Co, Limited",,CN,Real Estate Development & Diversified Activities,Real Estate Development,BB,4.1,5.2,4.0,3.0
Shanghai Junshi Biosciences Co Ltd,688180,CN,Biotechnology,Biotechnology,BB,3.8,5.7,4.2,4.8
Shanghai Li Xing Real Estate Development Company Limited,,CN,Real Estate Development & Diversified Activities,Real Estate Development,BB,2.9,4.6,4.2,1.9
"Shanghai Lujiazui Finance & Trade Zone Development Co, Ltd",600663,CN,Real Estate Development & Diversified Activities,Diversified Real Estate Activities,B,1.5,4.5,1.8,1.6
Shanghai M&G Stationery Inc,603899,CN,Commercial Services & Supplies,Office Services & Supplies,BB,3.1,7.2,4.6,4.3
Shanghai Medicilon Inc,688202,CN,Health Care Equipment & Supplies,Life Sciences Tools & Services,B,2.6,5.7,4.4,4.1
Shanghai New Power Automotive Technology Company Limited,600841,CN,Construction & Farm Machinery & Heavy Trucks,Construction Machinery & Heavy Trucks,B,1.8,2.8,5.5,1.7
"Shanghai Pharmaceuticals Holding Co, Ltd",601607,CN,Health Care Providers & Services,Health Care Distributors,A,6.7,8.3,6.2,5.4
"Shanghai Port Group (BVI) Development 2 Co, Limited",,HK,Transportation Infrastructure,Marine Ports & Services,B,1.5,5.0,3.3,2.6
"Shanghai Port Group (BVI) Development Co,Limited",,VG,Transportation Infrastructure,Marine Ports & Services,B,1.5,5.0,3.3,2.6
Shanghai Powerlong Industrial Development (Group) Ltd,,CN,Real Estate Development & Diversified Activities,Real Estate Development,BB,4.1,4.2,3.3,4.5
Shanghai Pudong Development Bank Co Ltd (Hong Kong Branch),,HK,Banks,Diversified Banks,BBB,4.6,3.7,4.3,3.7
"Shanghai Putailai New Energy Technology Co, Ltd",603659,CN,Specialty Chemicals,Specialty Chemicals,BB,3.5,4.8,0.5,3.7
"Shanghai RAAS Blood Products Co, Ltd",002252,CN,Biotechnology,Biotechnology,CCC,0.0,5.9,3.0,2.3
Shanghai Securities Company Limited,,CN,Investment Banking & Brokerage,Investment Banking & Brokerage,B,2.4,3.3,2.0,3.9
"Shanghai Shimao Construction Co, Ltd",,CN,Real Estate Development & Diversified Activities,Real Estate Development,BB,4.1,7.1,2.1,5.7
"Shanghai Urban Development (Holdings) Co, Ltd",,CN,Real Estate Development & Diversified Activities,Real Estate Development,BB,2.9,4.6,3.8,2.0
"Shanghai Zhangjiang Hi-Tech Park Development Co,Ltd",600895,CN,Real Estate Development & Diversified Activities,Diversified Real Estate Activities,B,1.9,4.0,3.5,1.8
"Shanxi Coking Coal Energy Group Co, Ltd",000983,CN,Metals and Mining - Non-Precious Metals,Coal & Consumable Fuels,CCC,0.0,1.3,1.0,1.4
"Shanxi Luan Environmental Energy Dev Co, Ltd",601699,CN,Metals and Mining - Non-Precious Metals,Coal & Consumable Fuels,CCC,0.0,1.2,0.7,0.0
"Shanxi Meijin Energy Co, Ltd",000723,CN,Steel,Steel,CCC,0.0,1.5,1.8,2.0
"Shanxi Taigang Stainless Steel Co, Ltd",000825,CN,Steel,Steel,CCC,0.3,3.2,2.8,1.4
Sharp Corporation,6753,JP,Household Durables,Consumer Electronics,BBB,5.5,3.7,5.3,4.6
Shattuck Labs Inc,STTK,US,Biotechnology,Biotechnology,A,6.6,7.3,4.5,6.2
"Shede Spirits Co, Ltd",600702,CN,Beverages,Distillers & Vintners,B,2.6,3.0,2.5,5.1
Shell International Finance BV,RDS,NL,Diversified Financials,Integrated Oil & Gas,AA,7.7,5.7,7.1,6.4
Shenandoah Telecommunications Company,SHEN,US,Telecommunication Services,Wireless Telecommunication Services,BBB,4.9,7.5,5.3,4.5
Shenergy Company Limited,600642,CN,Utilities,Independent Power Producers & Energy Traders,B,1.8,4.4,3.3,1.5
Sheng Siong Group Ltd,OV8,SG,Retail - Food & Staples,Food Retail,AA,8.4,2.8,6.1,6.0
"Shenghe Resources Holding Co, Ltd",600392,CN,Metals and Mining - Non-Precious Metals,Diversified Metals & Mining,CCC,0.2,1.6,1.9,1.3
"Shengyi Technology Co, Ltd",600183,CN,"Electronic Equipment, Instruments & Components",Electronic Components,BBB,4.8,1.9,5.0,4.2
"Shennan Circuits Co, Ltd",002916,CN,"Electronic Equipment, Instruments & Components",Electronic Components,B,1.6,2.8,4.1,2.9
Shenwan Hongyuan Financial Products Company Limited,,HK,Investment Banking & Brokerage,Investment Banking & Brokerage,CCC,1.3,3.0,2.2,3.0
"Shenwan Hongyuan Group Co, Ltd",000166,CN,Investment Banking & Brokerage,Investment Banking & Brokerage,CCC,1.3,3.0,2.2,3.0
Shenwan Hongyuan International Finance Limited,,HK,Investment Banking & Brokerage,Investment Banking & Brokerage,CCC,1.3,3.0,2.2,3.0
"Shenzhen Airlines Co, Ltd",,CN,Airlines,Airlines,BB,3.9,5.7,4.7,0.2
"Shenzhen Capchem Technology Co, Ltd",300037,CN,Specialty Chemicals,Specialty Chemicals,B,1.8,3.5,0.0,3.6
Shenzhen Dynanonic Co Ltd,300769,CN,Commodity Chemicals,Commodity Chemicals,B,1.9,2.7,0.0,4.4
"Shenzhen Energy Group Co, Ltd",000027,CN,Utilities,Independent Power Producers & Energy Traders,BB,3.2,4.5,6.6,2.5
"Shenzhen Goodix Technology Co, Ltd",603160,CN,Semiconductors & Semiconductor Equipment,Semiconductors,B,1.8,5.0,3.4,4.2
"Shenzhen Inovance Technology Co, Ltd",300124,CN,Industrial Machinery,Industrial Machinery,BBB,5.1,5.5,5.1,4.3
"Shenzhen Kaifa Technology Co, Ltd",000021,CN,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,B,2.1,4.2,4.4,2.8
"Shenzhen Kangtai Biological Products Co,Ltd",300601,CN,Biotechnology,Biotechnology,B,2.1,5.6,4.1,3.6
Shenzhen Kedali Industry Co Ltd,002850,CN,Auto Components,Auto Parts & Equipment,B,2.0,5.0,3.4,3.2
Shenzhen Logan Holdings Company Limited,,CN,Real Estate Development & Diversified Activities,Real Estate Development,BBB,5.4,5.3,4.1,4.8
"Shenzhen MTC Co, Ltd",002429,CN,Household Durables,Consumer Electronics,CCC,0.0,1.1,3.0,2.9
Shenzhen Mindray Bio-Medical Electronics Co Ltd,300760,CN,Health Care Equipment & Supplies,Health Care Equipment,BBB,5.5,9.6,5.2,5.7
Shenzhen New Industries Biomedical Engineering Co Ltd,300832,CN,Health Care Equipment & Supplies,Health Care Supplies,B,2.4,6.1,4.3,4.0
"Shenzhen Overseas Chinese Town Co, Ltd",000069,CN,Hotels & Travel,Leisure Facilities,BB,2.9,5.9,3.9,1.9
"Shenzhen Ping An Financial Technology Consulting Co, Ltd",,CN,Life & Health Insurance,Life & Health Insurance,BBB,5.2,5.5,5.1,4.3
"Shenzhen Ping An Yuanxin Investment Development Holding Co, Ltd",,CN,Life & Health Insurance,Life & Health Insurance,BBB,5.2,5.5,5.1,4.3
Shenzhen SC New Energy Technology Corp,300724,CN,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,B,1.8,5.0,4.2,3.8
"Shenzhen Shunfeng Taisen Holding (Group) Co, Ltd",,CN,Air Freight & Logistics,Air Freight & Logistics,BB,4.1,6.3,3.1,4.8
"Shenzhen Sunlord Electronics Co, Ltd",002138,CN,"Electronic Equipment, Instruments & Components",Electronic Components,B,1.9,2.1,3.5,3.8
"Shenzhen Sunway Communication Co, Ltd",300136,CN,"Technology Hardware, Storage & Peripherals",Communications Equipment,B,1.5,2.3,3.7,2.9
Shenzhen Transsion Holdings Co Ltd,688036,CN,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",CCC,0.0,1.2,2.6,3.0
Shift Inc,3697,JP,Software & Services,IT Consulting & Other Services,A,6.4,7.0,4.5,5.5
Shift4 Payments Inc,FOUR,US,Software & Services,Data Processing & Outsourced Services,BB,2.9,6.7,2.8,4.4
Shikoku Chemicals Corporation,4099,JP,Diversified Chemicals,Diversified Chemicals,CCC,0.0,4.4,0.9,2.7
"Shikoku Electric Power Company, Incorporated",9507,JP,Utilities,Electric Utilities,BBB,5.2,4.7,4.0,2.9
"Shikoku Electric Power Transmission & Distribution Company, Incorporated",,JP,Utilities,Electric Utilities,BBB,5.2,4.7,4.0,2.9
Shimadzu Corporation,7701,JP,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,A,6.5,3.5,5.8,5.4
"Shin Kong Financial Holding Co,Ltd",2888,TW,Life & Health Insurance,Life & Health Insurance,BB,3.7,6.6,3.9,5.4
"Shin Kong Life Insurance, Ltd",,TW,Life & Health Insurance,Life & Health Insurance,BB,3.7,6.6,3.9,5.4
"Shin Nippon Air Technologies Co, Ltd",1952,JP,Building Products,Building Products,BBB,5.2,5.9,7.3,3.3
"Shin-Etsu Chemical Co, Ltd",4063,JP,Specialty Chemicals,Specialty Chemicals,BBB,4.9,5.8,3.3,3.2
"Shin-Etsu Polymer Co,Ltd",7970,JP,Commodity Chemicals,Commodity Chemicals,A,6.2,5.5,3.1,3.5
"ShinMaywa Industries, Ltd",7224,JP,Construction & Farm Machinery & Heavy Trucks,Construction Machinery & Heavy Trucks,A,6.2,3.9,6.4,4.7
